int_编号	string_名称	string_字	int_阵营	int_头像	int_头像2	int_武力	int_统御	int_智力	int_旧武力	int_旧统御	int_旧智力	int_耐久	int_策略	int_兵种	int_等级	int_经验	int_道具1	int_道具2	int_道具3	int_道具4	int_道具5	int_道具6	int_道具7	int_道具8	int_道具9	int_道具10	int_道具11	int_道具12	int_道具13	int_道具14	int_道具15	int_rowInYJZ	string_列传
38	馬良	季常	5	738	738	45	73	90	6	16	21	23	32	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	506	蜀國幕僚。馬謖之兄。眉色白，人稱「[wheat]白眉[normal]」。[n][green][13520][normal]於劉備攻下南荊州後，受伊籍之推薦仕於劉備。諸葛亮前往蜀國之時，奉命擔任防守荊州關羽之輔佐。於關羽進攻襄陽時從軍，負傷之關羽接受華佗治療之時，擔任其下棋之對手。於荊州為吳國之呂蒙所奪之後，與伊籍一同前往成都請求援軍，但於期間中關羽已戰敗身亡。夷陵之戰時追隨劉備，敗北。於諸葛亮征伐南蠻之時死亡。[n][green][13512][normal]與諸葛亮深交，待其識如己兄。於夷陵之戰時，雖獲武陵之異民族協助表現傑出，陣亡。
39	杨兰		5	#N/A	#N/A	78	75	36	18	15	16	21	274	11	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
40	李明		5	#N/A	#N/A	70	72	48	17	10	5	30	272	27	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
41	孟達	子度	5	807	807	73	71	70	15	16	15	36	12	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	555	劉璋的武將。日後改仕於劉備、曹丕。[n][green][13520][normal]字子慶。和張松、法正合作企圖流放劉璋，並迎接劉備成為蜀地新主。劉備入蜀後和霍峻一起防守葭萌關。曹操從漢中撤退時，和劉封、王平一起奪下了上庸。可是因為沒有前去救援關羽而受到劉備憎恨，而逃向了魏國。受到了魏帝曹丕的寵愛。但曹丕死後就在魏國裡孤立。以諸葛亮北伐為契機，意圖重返蜀國。但是被司馬懿討伐。[n][green][13512][normal]原本的字是子敬。劉備入蜀時守備江陵，之後成為宜都太守。和劉封、申儀感情不睦。
42	霍峻	仲邈	5	81	81	67	62	65	14	15	14	32	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	霍弋之父。原為劉表武將，後改仕劉備。[n][green][13520][normal]由孟達向正在進攻益州的劉備推舉。和孟達兩人守衛葭萌關，受到張魯旗下的馬超進攻時曾向劉備要求援軍。在與曹操展開漢中攻防戰時也依然負責守衛葭萌關。在黃忠和嚴顏的救援之前，抵擋了張郃的攻擊。[n][green][13512][normal]劉表死後歸順劉備。雖然受到劉璋軍的扶禁、向存等人包圍葭萌關，仍孤軍奮戰守關一整年，甚至反將向存斬殺。在劉備平定益州後任梓潼太守，卻未能參加漢中攻防戰便死去。
43	王伉		5	40	40	58	69	53	8	10	11	31	266	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	蜀國永昌太守。[n][green][13520][normal]當孟獲跟雍闓、高定、朱褒聯手反叛蜀國時，因步調不同而遭包圍。在諸葛亮前來救援之前，和呂凱死守城門，受諸葛亮讚譽有加。[n][green][13512][normal]於雍闓的反叛平定後，諸葛亮讚其「[wheat]執忠絕域，十有餘年[normal]」，任命為永昌太守。
44	呂凱	季平	5	914	914	30	55	70	7	8	18	28	20	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	632	蜀國官僚。[n][green][13520][normal]為攻略南蠻，繪製軍略圖「[wheat]平蠻指掌圖[normal]」。225年，孟獲攻入永昌郡之時，協助太守王伉進行籠城。於諸葛亮前來救援之際，遞出「[wheat]平蠻指掌圖[normal]」，成為征討南蠻之路線圖。孟獲投降後，與王伉共同統治益州、越巂、牂牁、永昌四郡。[n][green][13512][normal]劉備歿後，與孫權聯手發起叛亂之雍闓曾再三請求成為友方但拒絕。諸葛亮前來救援時，稱讚其之忠義，成為雲南太守。後遭發起叛亂之異族殺害。
45	趙統		9	601	601	64	60	65	16	14	9	35	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	417	蜀國武將。趙雲長男。趙廣之兄。[n][green][13520][normal]諸葛亮即將第二次北伐前，與弟弟趙廣一同拜訪諸葛亮，告知父親趙雲病死的消息。被劉禪任命為虎賁中郎，受命與趙廣一起守衛趙雲之墓。[n][green][13512][normal]趙雲死後繼承爵位，升任至虎賁中郎、督行領軍。
46	趙廣		9	586	586	67	65	54	16	15	10	35	10	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	402	蜀國武將。趙雲次男。趙統之弟。[n][green][13520][normal]諸葛亮展開第二次北伐前趙雲過世時，向諸葛亮傳達訃聞。被劉禪任命為牙門將，命其與兄長一同守護趙雲之墓。[n][green][13512][normal]262年，跟隨姜維在沓中進行屯田。之後於前線戰死。
47	吕义		5	#N/A	#N/A	#N/A	#N/A	#N/A	17	15	13	34	12	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
48	黃忠	漢升	5	276	272	95	90	67	24	22	16	49	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	182	劉表的武將。劉表死後服侍長沙太守韓玄。弓箭名手。在中國為老當益壯者的代名詞。[n][green][13520][normal]迎擊入侵長沙的劉備軍，和關羽單挑不相上下。韓玄死後，因為劉備直接來訪而決定出仕。在劉備攻蜀時，和魏延以先鋒活躍於戰前。在曹操軍的漢中攻防戰中，和同樣高齡的嚴顏聯手在葭萌關擊退張郃。在定軍山時也和法正協力砍殺夏侯淵，也因此功績成為五虎將軍之一。在夷陵之戰的前哨戰中，衝進潘璋陣營不幸戰死。[n][green][13512][normal]在劉備成為漢中王後升為後將軍，翌年去世。
49	法正	孝直	5	779	779	52	66	87	9	18	22	27	34	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	540	劉璋之幕僚。後仕於劉備。[n][green][13520][normal]與張松、孟達等人不看好劉璋，策劃將益州委託於劉備。與龐統共同擔任劉備之益州平定戰之參謀。劉備平定益州後成為蜀郡太守。與曹操之漢中攻防戰中亦以參謀之身分表現卓越。傳授黃忠計略，繼而討伐夏侯淵。對其智謀，諸葛亮亦予以頗高評價，於劉備強行對夷陵出兵時，諸葛亮感嘆「[wheat]若法正仍然在世，或許就不需出兵了吧[normal]」。[n][green][13512][normal]雖有小仇必報等缺點，但因其智謀受賞識，而為諸葛亮所容忍。
50	張松	永年	5	593	593	34	30	86	6	5	21	19	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	409	劉璋的幕僚。張肅弟弟。[n][green][13520][normal]當劉璋受到張魯威脅時，以使者身分前去請求曹操派援軍支援。但是受到曹操怠慢，在楊脩勸說之下，他默背出曹操的「[wheat]孟德新書[normal]」來讓曹操大吃一驚。但也因這桀傲不馴的態度而激怒曹操，導致交涉決裂。回途中受到劉備的歡迎，於是有了讓劉備取代劉璋，成為蜀地統治者的想法。他把蜀國地圖交給了劉備，並成功地以防備張魯攻擊為理由請劉備入蜀。他催促劉備行事，但計劃內容卻遭到張肅告秘，而遭劉璋處刑。[n][green][13512][normal]在和劉備見面時畫出了蜀國地圖，並告知了蜀地內情。
51	伊籍	機伯	5	2	2	21	72	84	5	12	20	24	284	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	劉表的幕僚。之後服侍劉備。[n][green][13520][normal]在劉表歸還劉備所贈與的的盧時，曾告知劉備的盧的凶相會影響騎乘者的傳聞。在蔡瑁企圖暗殺劉備時，曾告知劉備危機並助其逃亡。劉表死後，後繼的劉琮向曹操投降，而其便追隨劉備和關羽共同守護荊州。當荊州受到呂蒙攻擊時，和馬良同往成都請求援軍，關羽死後便留守成都。之後，勸諫劉備自立為皇帝。[n][green][13512][normal]以身為一名使者的機警跟應對能力，讓孫權感到佩服。和諸葛亮、法正、劉巴、李嚴等人編撰了蜀科（蜀國的法律）。
52	孫乾	公祐	9	497	497	38	34	74	6	6	15	28	24	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	358	劉備的幕僚。[n][green][13520][normal]在陶謙臨終時，被推薦為劉備的輔佐官。當劉備企圖在徐州脫離曹操獨立時，成為向袁紹請求援軍的使者。但其間因劉備軍敗給了曹操而瓦解，於是與逃往汝南的劉備一黨策畫再次集結。於汝南再次出發的劉備軍再度敗給曹操時，便前去與劉表交涉請求庇護。之後也擔任劉備和孫尚香媒妁之言的中間人，在外交面上十分活躍。劉備入蜀後，同眾多將領受到賞賜。[n][green][13512][normal]平定益州後，受到次於糜竺的厚待，不久之後病死。
53	糜竺	子仲	9	750	750	40	36	64	9	3	17	26	28	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	518	徐州之豪商。劉備之幕僚。糜芳之兄長。將其妹嫁予劉備。[n][green][13520][normal]雖服侍於陶謙，但於陶謙死後，使其妹嫁予劉備。爾後，與孫乾一同為流浪各地之劉備，輔佐進行政治及外交。而於劉備進攻益州之時，輔佐留守於荊州之關羽，平定益州後受任命為安漢將軍。220年，曹丕篡漢登基成為魏帝後，與諸葛亮一同勸說劉備登基即位。[n][green][13512][normal]劉備平定益州後，論席次而言，所受厚遇甚於諸葛亮。爾後關羽敗亡時，原因為其弟糜芳之背叛所致甚為羞愧，不久後病故。
54	糜芳	子方	9	751	751	63	59	25	15	17	5	34	268	1	1	0	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	519	糜竺之弟。與兄長一同侍於劉備。[n][green][13520][normal]於徐州與呂布及曹操交戰，徐州淪陷後，亦同兄長追隨劉備。劉備進入益州後，輔佐留滯荊州之關羽。而於關羽欲進攻襄陽之前，因失火損失物資，故與傅士仁一同遭受處罰。不久後，遭受吳國呂蒙之攻擊，與傅士仁一同投降。222年，於劉備進攻荊州之時，手提擒拿關羽之馬忠首級，欲返劉備陣營求饒，未獲得原諒，遭關興所斬。[n][green][13512][normal]於夷陵之戰後亦仕官於孫權，223年，與賀齊一同討伐叛逃魏國之晉宗。
55	簡雍	憲和	9	180	180	42	36	74	5	5	16	29	24	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	劉備的幕僚，和同鄉的劉備是舊交。[n][green][13520][normal]在劉備跟呂布爭奪徐州時，和糜竺一起留在徐州。當徐州被曹操攻下後，就同劉備前去投靠袁紹，並在劉備脫離袁紹時出了不少計策。之後加入四處轉戰的劉備軍，也在劉備勸降劉璋時擔任使者前去。故意採取傲慢的態度讓秦宓對其怒喝，並帶著笑容為自己的無禮謝罪，如此說服了秦宓及劉璋。將決定投降的劉璋以車請去與劉備會面。[n][green][13512][normal]在劉備下達禁酒令時，半開玩笑的勸諫劉備說，只是帶著釀酒的道具就要處罰，未免太過份了。
56	劉封		9	894	894	63	59	57	15	14	11	33	0	7	1	0	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	619	樊城的縣令劉泌姪子。劉備的養子。[n][green][13520][normal]劉備因為徐庶的智略，而大破曹仁入主樊城時，因為喜歡他就收為養子。在博望坡之戰、益州進攻戰、漢中攻防戰時皆十分活躍。平定漢中後，和孟達、王平一起攻打上庸。之後因為聽信了孟達的勸告，而拒絕派兵援救孤立在麥城的關羽。這便成為了關羽的死因之一，也因此被劉備憎恨。220年，攻打降魏的孟達而大敗。回成都之後被處死。[n][green][13512][normal]和孟達關係很差。個性十分地剛勇。諸葛亮認為在劉備死後會沒人壓得住他，而進言將他賜死。
57	關平		9	178	176	80	78	74	20	17	16	38	0	7	1	0	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	居住在河北國境的關定次男，關羽之養子。[n][green][13520][normal]在關羽脫離曹操去和劉備再會時相遇，經劉備穿針引線成為關羽的養子。新野一戰中同劉封協助諸葛亮的火計成功。在劉備進攻益州時從軍，龐統戰死時向荊州要求援軍，等諸葛亮等人前往益州後，轉而留在荊州輔佐關羽。在關羽攻打襄陽時隨軍，表現十分活躍。但受孫權突襲，在麥城同關羽被俘皆被處死。[n][green][13512][normal]記載為關羽之子，而非養子。
58	周倉		9	340	340	85	82	40	20	13	3	43	8	22	1	0	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	240	黃巾大將張寶的武將。之後仕官於關羽。[n][green][13520][normal]黃巾之亂後，在臥牛山作山賊勾當時，遇到了關羽而臣服於他。之後就常和關羽一起行動，在關羽的指揮下守備荊州。在魯肅要求還荊州而和關羽會談時擔任護衛，順勢中止了這場會談。另外在樊城和于禁、龐德交戰時，將龐德打落水中並俘虜。關羽在麥城敗死時自殺身亡。[n][green][13512][normal]無記述。雖然是架空人物，但在許多民間傳說裡登場。在畫像中常和關平一起共伺關羽。
59	嚴顏		5	239	239	86	87	71	20	21	16	44	22	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	劉璋麾下的巴郡太守。後改仕劉備。[n][green][13520][normal]反對劉璋招攬劉備防張魯一事。受張飛攻擊而閉城自守，因中計出城攻擊之際被俘。對張飛怒言「[wheat]蜀國只有被斬首之將，無降伏之將[normal]」，最後被為自己無禮道歉的張飛說服方才投降。打開蜀道，並受到劉備款待。與曹操的漢中攻防戰時，與黃忠共同出擊。在天蕩山之戰中，斬殺了夏侯德。[n][green][13512][normal]僅有被張飛所捕後到降伏為止的記述，對於張飛計略及與黃忠共同奮鬥並無記載。
60	王甫	國山	5	55	55	52	74	73	11	15	16	28	24	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	蜀國武將，關羽的隨軍司馬。[n][green][13520][normal]奉關羽的命令在長江沿岸建造狼煙台，以防呂蒙的襲擊。荊州被呂蒙奪走後，和關羽一同死守麥城。在關羽父子企圖脫逃之際，與周倉留在麥城。得知關羽父子已死後更是拒降而自刎。[n][green][13512][normal]在劉璋的時代，任州的書佐。在夷陵之戰時從軍，戰敗而亡。是喜好評論以及議論人物的人。
61	沙摩柯		4	335	335	91	74	18	22	14	4	42	8	32	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	235	五谿的蠻族之王。使用鐵蒺藜骨朵。[n][green][13520][normal]在蜀帝劉備為了幫關羽復仇而對吳國發起的夷陵之戰時加入蜀軍。將不顧自己生病出陣，吳國的甘寧射殺。另外，在吳國淳于丹發動夜襲的時候，作為伏兵斷他後路。可是由於陸遜的火計使蜀軍節節敗退，剩單槍匹馬逃走時遇到了周泰。大戰20多回合後由於筋疲力竭被砍死。[n][green][13512][normal]在夷陵之戰中加入蜀國的異族首領。遭遇陸遜的火攻而被砍殺。並沒有討伐甘寧的記載。
62	吳蘭		5	305	305	88	85	43	18	17	10	40	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	劉備的武將。[n][green][13520][normal]服侍劉璋。在劉備攻蜀時，同劉循、吳懿、雷銅前往救援受困於雒城的張任，結果被抓而投降。後來成為劉備部下的將領。和曹操進行漢中攻防戰時，在馬超的指揮下防守下弁，被曹洪擊敗。之後，在漢水附近遭遇援助曹操而來的曹彰，大戰數回合後被殺。[n][green][13512][normal]並沒有身為劉璋部下的記載。218年，奉劉備之命同雷銅進攻武都，敗給曹洪、曹休、張既而全滅。被氐族的強端所斬殺。
63	雷銅		5	829	829	86	81	43	20	17	10	40	14	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	577	劉備之武將。[n][green][13520][normal]服侍劉璋。劉備進攻蜀國之時，與吳懿、吳蘭等人一同援救雒城之張任。雖因龐統戰死落鳳坡等，劉備軍倍嚐艱辛，但受到自荊州趕至之諸葛亮等人救援後，情勢逆轉。與吳蘭一同遭逮後降服。劉備平定蜀國後，與張飛共同守備巴西郡。於與曹操進行漢中攻防戰時，曾用伏兵擊潰張郃一回。但於再次之戰鬥之時，反遭張郃之伏兵，為張郃所刺殺。[n][green][13512][normal]並無成為劉璋部下之記述。218年，與吳蘭共同進攻武都，卻遭曹操軍殲滅，戰敗而死。
64	傅士仁	君義	5	756	756	61	42	28	9	9	5	25	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	524	關羽之武將。或稱士仁。[n][green][13520][normal]與關羽一同守護荊州。關羽準備進攻襄陽之前夕，因失火致使物資毀損。於受到處罰後，被命留守公安，故憎恨關羽。不久後，吳軍攻陷荊州，受虞翻說服不戰而降，亦使同僚糜芳一同投降。爾後，於劉備為替關羽復仇進攻荊州後，提著擒拿關羽之馬忠首級，欲與糜芳一同回劉備陣營但未受原諒，故遭關興所斬。[n][green][13512][normal]與關羽感情向來不睦。
65	張南		5	603	603	56	47	46	14	6	9	25	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	419	袁熙的武將。[n][green][13520][normal]於曹操滅袁譚時，和同僚焦觸一起降曹，並攻擊逃至幽州的袁熙和袁尚。之後，隨曹操侵攻荊州。在長坂坡一戰想阻止抱著劉禪逃走的趙雲，卻被突破。之後在赤壁之戰初戰向曹操請纓擔任先鋒，和焦觸一起挑戰孫權軍，反遭吳國周泰斬殺。[n][green][13512][normal]袁譚被曹操攻打而滅亡後，倒戈攻擊袁熙和袁尚，並將他們趕至幽州。之後就無記述。
66	曹操	孟德	1	470	464	75	98	94	21	25	23	54	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	337	宦官曹騰之孫，曹嵩之子。魏武帝。幼名為阿瞞。[n][green][13520][normal]被許劭評為「[wheat]治世之能臣，亂世之奸雄[normal]」。在討伐黃巾黨時十分活躍，當董卓掌握實權時，呼籲各地諸侯舉兵響應打倒董卓。之後，平定兗州並收編青州兵，將獻帝迎至許昌而掌握政權。擊敗呂布、袁術等人，在官渡之戰時擊破袁紹並支配河北。接著雖攻下劉琮逼近江東，卻在赤壁之戰敗給了孫權和劉備的聯軍，失去了統一全土的機會。之後致力於平定關中以西之地。213年為魏公，216年為魏王。[n][green][13512][normal]政戰兩方都非常優秀，並且是精通詩歌文學的萬能英雄。
